date,cape,market
1947-12-31,10.68091253196919,US
1948-01-31,10.419342657320323,US
1948-02-29,9.999761169144184,US
1948-03-31,10.186680609489674,US
1948-04-30,10.77948448202462,US
1948-05-31,11.241032697984439,US
1948-06-30,11.583895756523843,US
1948-07-31,11.134621739180933,US
1948-08-31,10.723556662478131,US
1948-09-30,10.55301368939916,US
1948-10-31,10.825409809169495,US
1948-11-30,10.248096205635571,US
1948-12-31,10.159652938900916,US
1949-01-31,10.24828575803898,US
1949-02-28,9.872517140570059,US
1949-03-31,9.901332491240924,US
1949-04-30,9.78363986754406,US
1949-05-31,9.692295086395816,US
1949-06-30,9.067718943419537,US
1949-07-31,9.605038093363925,US
1949-08-31,9.851348638079234,US
1949-09-30,9.884048361738287,US
1949-10-31,10.169850844772146,US
1949-11-30,10.21586101165065,US
1949-12-31,10.529330904131147,US
1950-01-31,10.745733299747911,US
1950-02-28,10.911564066731684,US
1950-03-31,10.910946522976257,US
1950-04-30,11.178021600956098,US
1950-05-31,11.461543104586232,US
1950-06-30,11.554126144044288,US
1950-07-31,10.539745658930993,US
1950-08-31,11.04061167026154,US
1950-09-30,11.3373911022773,US
1950-10-31,11.662444039105264,US
1950-11-30,11.542173388716298,US
1950-12-31,11.306665788890761,US
1951-01-31,11.89575983943707,US
1951-02-28,12.141507370682692,US
1951-03-31,11.841626487283097,US
1951-04-30,11.951097197083959,US
1951-05-31,11.863875406269177,US
1951-06-30,11.61566485702518,US
1951-07-31,11.778190092457809,US
1951-08-31,12.256989084145143,US
1951-09-30,12.44495315715004,US
1951-10-31,12.309457904118688,US
1951-11-30,11.852030617771039,US
1951-12-31,12.147072568106777,US
1952-01-31,12.527059748172297,US
1952-02-29,12.36411935046109,US
1952-03-31,12.362339087390364,US
1952-04-30,12.24272868326688,US
1952-05-31,12.200478761945837,US
1952-06-30,12.447881581789366,US
1952-07-31,12.669112889622479,US
1952-08-31,12.678378236328621,US
1952-09-30,12.434678020425505,US
1952-10-31,12.13118355868687,US
1952-11-30,12.47346976551531,US
1952-12-31,12.933964306161373,US
1953-01-31,13.010773447995183,US
1953-02-28,12.859346880687902,US
1953-03-31,12.83481934009249,US
1953-04-30,12.1639014540068,US
1953-05-31,12.141970791867779,US
1953-06-30,11.62440788547008,US
1953-07-31,11.750201645309998,US
1953-08-31,11.715076201734,US
1953-09-30,11.139349357262919,US
1953-10-31,11.391934765421409,US
1953-11-30,11.644070268505766,US
1953-12-31,11.75444918402729,US
1954-01-31,12.002650554927824,US
1954-02-28,12.215052485432834,US
1954-03-31,12.420105295189968,US
1954-04-30,12.907868184060913,US
1954-05-31,13.312042238025853,US
1954-06-30,13.357885903658993,US
1954-07-31,13.833009564245325,US
1954-08-31,14.042112347320572,US
1954-09-30,14.356474143296973,US
1954-10-31,14.619231935730559,US
1954-11-30,15.117311697434385,US
1954-12-31,15.78906200232708,US
1955-01-31,15.990781062969829,US
1955-02-28,16.437728215987107,US
1955-03-31,16.21928294553779,US
1955-04-30,16.685266628063495,US
1955-05-31,16.518057827257792,US
1955-06-30,17.3700919634053,US
1955-07-31,18.454031906632867,US
1955-08-31,18.222326463047743,US
1955-09-30,18.843960654261306,US
1955-10-31,17.772325789386088,US
1955-11-30,18.83555928827389,US
1955-12-31,18.94236903581357,US
1956-01-31,18.292585385418892,US
1956-02-29,18.266116815127777,US
1956-03-31,19.371210099299958,US
1956-04-30,19.370593634578498,US
